4.2,5,8000,0
4.17,1,10000,0
4.17,5,10000,0
2.12,1,7346,0
4.17,1,10500,0
4.17,2,10500,0
4.17,8,10500,0
2.12,3,9400,0
2.7,6,8900,0
2.5,3,10500,0
2.5,2,9100,0
2.4,5,10200,0
4.16,1,9200,0
4.16,3,9200,0
4.16,5,9200,0
2.3,7,8600,0
4.16,7,9200,0
1.3,5,8000,0
1.28,3,8900,0
4.14,8,9000,0
4.12,3,8500,0
4.12,5,7990,0
4.12,7,8400,0
4.8,6,10000,0
5.24,6,9500,0
5.24,3,10800,0
10.31,2,10600,0
4.3,4,8500,0
4.3,5,8500,0
4.3,6,8500,0
11.2,4,7000,0
12.1,8,9600,0
12.2,2,9000,0
11.4,5,8000,0
1.1,5,7890,0
3.25,6,7890,0
3.11,7,10000,0
10.01,1,9087,0
10.02,2,8709,0
10.03,3,8679,0
10.23,4,8172,0
10.3,5,9375,0
10.31,6,10745,0
10.21,7,9876,0
11.01,1,9821,0
11.12,2,10453,0
11.13,3,9045,0
12.25,2,10054,0
12.17,3,11000,0
2.6,3,9000,1
2.6,2,8800,1
2.6,3,6700,1
2.6,3,10800,1
2.6,1,5100,1
2.6,4,11100,1
2.4,4,9500,1
2.3,7,8000,1
2.3,2,8200,1
2.3,2,11000,1
2.3,1,10300,1
2.1,3,9000,1
2.1,6,10700,1
2.1,7,10500,1
1.31,6,9200,1
1.31,2,9500,1
1.29,5,10400,1
1.29,1,10000,1
1.29,7,9300,1
1.28,2,10500,1
1.28,4,10800,1
1.28,8,10100,1
1.27,3,9000,1
1.27,1,9400,1
1.27,1,7500,1
1.27,4,10500,1
1.26,3,10100,1
12.3,1,8800,1
12.2,2,10400,1
12.2,2,9600,1
12.1,8,9500,1
12.1,2,9600,1
12.1,2,11000,1
12.1,1,9800,1
11.3,2,10500,1
11.3,2,9200,1
11.3,2,10200,1
11.3,1,10000,1
11.3,2,10200,1
11.3,1,10000,1
10.29,2,10100,1
6.7,3,11700,1
6.6,7,11500,1
6.3,2,11000,1
5.24,1,9800,1
5.24,2,9500,1
5.24,2,9200,1
5.24,1,10700,1
5.24,1,9000,1
5.23,1,10800,1
5.22,4,10800,1
5.19,3,9500,1
5.1,3,9300,1
4.26,6,11300,1
4.19,3,7900,1
4.18,6,9900,1
4.18,1,9300,1
3.24,7,10000,1
3.24,1,10800,1
3.24,7,10000,1
3.23,3,8600,1
3.23,2,9700,1
3.23,1,10000,1
3.23,1,10000,1
3.23,1,8800,1
3.18,3,9200,1
3.18,3,10500,1
3.16,4,10000,1
3.16,1,8800,1
3.16,3,9200,1
3.16,6,10400,1
3.16,7,10800,1
3.16,1,5900,1
3.15,7,10700,1
3.15,1,9000,1
3.15,4,10700,1
3.14,8,10000,1
3.14,3,10000,1
3.7,7,6400,1
3.7,3,9000,1
3.6,2,9200,1
3.6,1,10000,1
3.5,2,9800,1
3.5,2,10400,1
3.4,5,8600,1
3.4,1,8300,1
3.4,3,8600,1
3.3,1,10500,1
3.3,3,10500,1
3.3,1,10500,1
3.3,5,9600,1
3.3,4,10000,1
3.3,8,7700,1
3.2,8,10400,1
3.2,8,10400,1
2.27,7,8000,1
2.26,2,9500,1
2.26,8,10200,1
2.25,2,10200,1
2.25,8,7000,1
2.25,3,9000,1
2.24,2,10200,1
2.24,8,8100,1
2.24,2,10300,1
2.24,8,10200,1
2.23,2,8700,1
2.22,3,9500,1
2.14,3,6000,1
2.14,3,10500,1
2.14,3,6400,1
2.13,5,6800,1
2.11,8,8900,1
2.1,1,9600,1
2.9,2,9800,1
2.9,8,10300,1
2.9,2,10000,1
2.9,3,8200,1
2.8,8,9000,1
2.8,3,10500,1
2.8,4,9500,1
2.8,8,8500,1
2.8,3,10000,1
2.8,4,10100,1
2.7,1,10000,1
2.7,3,11000,1
2.7,3,8500,1
2.7,2,7600,1
2.7,2,9600,1
2.7,2,9500,1
2.7,2,10400,1
2.6,2,9900,1
2.5,1,9200,1
2.5,1,10500,1
2.4,2,8500,1
2.4,1,9500,1
2.4,2,8800,1
2.4,2,9500,1
2.3,7,5900,1
1.27,2,9600,1
1.26,4,7900,1
1.26,2,10200,1
1.26,2,9700,1
1.26,3,9800,1
1.26,3,9200,1
1.25,4,10500,1
1.25,2,10700,1
1.25,2,10900,1
1.25,3,12200,1
1.25,2,10100,1
1.24,2,9700,1
1.23,7,10600,1
1.23,1,10800,1
1.22,5,7000,1
1.22,3,8200,1
1.22,3,8000,1
1.22,2,10300,1